Instituicao,Descricao_Curso,Semestre_Ini,Semestre_fim,Forma_Ingresso,Sit_Matricula,Tempo,Sexo
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2016/2,Ação Afirmativa,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2016/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2016/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2016/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2018/1,Ampla Concorrência,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2021/2,Ampla Concorrência,Evadido,6,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ação Afirmativa,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ação Afirmativa,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2020/1,Ação Afirmativa,Evadido,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2018/1,Ação Afirmativa,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2018/1,Ampla Concorrência,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2018/2,Ampla Concorrência,Evadido,3,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2018/2,Ampla Concorrência,Evadido,3,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2020/1,Ampla Concorrência,Evadido,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2023/1,Ampla Concorrência,Concluído,"7,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2020/1,Ampla Concorrência,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2020/1,Ampla Concorrência,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2020/1,Ampla Concorrência,Concluído,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2021/1,Ampla Concorrência,Concluído,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2021/1,Ampla Concorrência,Concluído,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2021/2,Ampla Concorrência,Concluído,6,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2021/2,Ampla Concorrência,Concluído,6,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2022/2,Ampla Concorrência,Concluído,7,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2020/1,Ação Afirmativa,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2022/1,Ação Afirmativa,Concluído,"6,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2022/2,Ação Afirmativa,Concluído,7,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2020/1,Ampla Concorrência,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2021/2,Ampla Concorrência,Evadido,6,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2019/2,Ampla Concorrência,Evadido,4,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2019/2,Ampla Concorrência,Evadido,4,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2016/2,Ação Afirmativa,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2017/2,Ação Afirmativa,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2016/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2016/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2016/1,2018/1,Ampla Concorrência,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/1,Ampla Concorrência,Evadido,"0,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ação Afirmativa,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2018/2,Ação Afirmativa,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/1,Ação Afirmativa,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2018/1,Ação Afirmativa,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/2,Ação Afirmativa,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/1,Ação Afirmativa,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/2,Ação Afirmativa,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2020/1,Ação Afirmativa,Evadido,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2020/1,Ação Afirmativa,Evadido,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ação Afirmativa,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ação Afirmativa,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/1,Ação Afirmativa,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2018/1,Ampla Concorrência,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2022/2,Ampla Concorrência,Evadido,6,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2022/2,Ampla Concorrência,Evadido,6,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2023/1,Ampla Concorrência,Concluído,"6,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2021/1,Ação Afirmativa,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2023/1,Ação Afirmativa,Matriculado,"6,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/1,Ação Afirmativa,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2019/1,Ação Afirmativa,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2017/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2018/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2017/1,2018/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/1,Ampla Concorrência,Evadido,"0,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2020/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ação Afirmativa,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2020/1,Ação Afirmativa,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2021/1,Ação Afirmativa,Evadido,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ação Afirmativa,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2018/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2019/1,Ampla Concorrência,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2019/1,Ampla Concorrência,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2019/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2021/1,Ampla Concorrência,Evadido,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2022/1,Ampla Concorrência,Evadido,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2022/1,Ampla Concorrência,Evadido,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2022/1,Ampla Concorrência,Evadido,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2022/2,Ampla Concorrência,Evadido,5,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2022/2,Ampla Concorrência,Evadido,5,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2019/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2022/2,Ampla Concorrência,Evadido,5,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2019/1,Outro,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2021/2,Outro,Evadido,4,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Concluído,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ação Afirmativa,Concluído,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Outro,Matriculado,"5,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Outro,Matriculado,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2023/1,Ampla Concorrência,Matriculado,"5,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2021/1,Ampla Concorrência,Evadido,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2022/1,Ampla Concorrência,Evadido,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2019/1,Ampla Concorrência,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/1,2019/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2018/2,2019/1,Outro,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ação Afirmativa,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2019/1,Ampla Concorrência,Evadido,"0,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2019/1,Ampla Concorrência,Evadido,"0,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/1,Ampla Concorrência,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/2,Ampla Concorrência,Evadido,3,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2019/2,Ação Afirmativa,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2019/2,Ação Afirmativa,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ação Afirmativa,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ação Afirmativa,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ação Afirmativa,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ação Afirmativa,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2019/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2021/2,Ampla Concorrência,Evadido,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2022/1,Ampla Concorrência,Evadido,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2022/1,Ampla Concorrência,Evadido,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2022/1,Ampla Concorrência,Evadido,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Concluído,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ação Afirmativa,Matriculado,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Matriculado,"4,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ação Afirmativa,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ação Afirmativa,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2019/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2020/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2022/1,Ampla Concorrência,Evadido,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/1,2023/1,Ampla Concorrência,Evadido,"4,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2019/2,2021/2,Outro,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/1,Ampla Concorrência,Evadido,"0,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/1,Ampla Concorrência,Evadido,"0,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/1,Ampla Concorrência,Evadido,"0,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/2,Outro,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/1,Ampla Concorrência,Evadido,"0,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/2,Ampla Concorrência,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2022/1,Ação Afirmativa,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2020/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Evadido,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Outro,Concluído,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Matriculado,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2021/1,Ampla Concorrência,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2022/1,Ampla Concorrência,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/1,2023/1,Ampla Concorrência,Evadido,"3,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/2,2023/1,Outro,Matriculado,3,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2020/2,2023/1,Outro,Matriculado,3,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/1,Ação Afirmativa,Evadido,"0,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/1,Ampla Concorrência,Evadido,"0,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/1,Ampla Concorrência,Evadido,"0,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/1,Ampla Concorrência,Evadido,"0,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/2,Outro,Evadido,2,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2023/1,Outro,Evadido,"2,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/2,Ação Afirmativa,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/2,Ação Afirmativa,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/2,Ação Afirmativa,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2023/1,Ação Afirmativa,Evadido,"2,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/2,Ação Afirmativa,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/2,Ação Afirmativa,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/2,Ampla Concorrência,Evadido,1,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2021/2,Ampla Concorrência,Evadido,1,F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/1,Ampla Concorrência,Evadido,"1,5",F
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/1,Ampla Concorrência,Evadido,"1,5",M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/2,Ampla Concorrência,Evadido,2,M
Campus Aracruz,BAQUIN - Bacharelado em Química Industrial,2021/1,2022/2,Ampla Concorrência,Evadido,2,M
