Instituicao,Descricao_Curso,Semestre_Ini,Semestre_fim,Forma_Ingresso,Sit_Matricula,Tempo,Sexo
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2014/1,Ampla Concorrência,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2014/2,Ampla Concorrência,Evadido,2,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2014/2,Ampla Concorrência,Evadido,2,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2020/1,Ampla Concorrência,Evadido,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/1,Outro,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/1,Outro,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2023/1,Ação Afirmativa,Evadido,"10,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2021/1,Ação Afirmativa,Evadido,"8,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2019/2,Ação Afirmativa,Evadido,7,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2017/2,Ampla Concorrência,Evadido,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2019/2,Ampla Concorrência,Evadido,7,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2021/1,Ampla Concorrência,Evadido,"8,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2017/2,Outro,Evadido,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2020/1,Outro,Evadido,"7,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ação Afirmativa,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ação Afirmativa,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2013/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2014/1,Ampla Concorrência,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2021/1,Ação Afirmativa,Concluído,"8,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2016/2,Ação Afirmativa,Concluído,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2020/2,Ação Afirmativa,Concluído,8,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2016/2,Ampla Concorrência,Concluído,4,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2016/2,Ampla Concorrência,Concluído,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2017/1,Ampla Concorrência,Concluído,"4,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2018/1,Ampla Concorrência,Concluído,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2018/1,Ampla Concorrência,Concluído,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2020/1,Ampla Concorrência,Concluído,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2021/1,Ampla Concorrência,Concluído,"8,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2016/1,Outro,Concluído,"3,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2016/2,Outro,Concluído,4,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2015/2,Outro,Concluído,3,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/1,2021/1,Outro,Matriculado,"8,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/2,2014/1,Outro,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/2,2019/2,Outro,Evadido,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/2,2014/1,Outro,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2013/2,2021/1,Outro,Concluído,8,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Outro,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ação Afirmativa,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2016/1,Ação Afirmativa,Evadido,"2,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ação Afirmativa,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/1,Ampla Concorrência,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/1,Ampla Concorrência,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/1,Ampla Concorrência,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2014/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2020/1,Ampla Concorrência,Evadido,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2021/1,Ação Afirmativa,Evadido,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2017/2,Ação Afirmativa,Evadido,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2018/2,Ação Afirmativa,Evadido,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2017/1,Ampla Concorrência,Evadido,"3,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2018/2,Ampla Concorrência,Evadido,5,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2023/1,Ampla Concorrência,Evadido,"9,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2018/2,Outro,Evadido,5,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2015/2,Ampla Concorrência,Evadido,2,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2019/2,Ação Afirmativa,Concluído,6,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2019/2,Ação Afirmativa,Concluído,6,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2020/1,Ação Afirmativa,Concluído,"6,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2018/2,Ampla Concorrência,Concluído,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2018/2,Ampla Concorrência,Concluído,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2021/1,Ampla Concorrência,Concluído,"7,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2021/1,Ampla Concorrência,Concluído,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2023/1,Ação Afirmativa,Matriculado,"9,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/1,2016/2,Ampla Concorrência,Evadido,3,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2014/2,2019/2,Outro,Evadido,"5,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2019/1,Ação Afirmativa,Evadido,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2016/1,Ação Afirmativa,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2022/1,Ação Afirmativa,Evadido,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/1,Ampla Concorrência,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/1,Ação Afirmativa,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2019/1,Ação Afirmativa,Evadido,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2017/1,Ampla Concorrência,Evadido,"2,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2018/2,Ampla Concorrência,Evadido,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2018/2,Ampla Concorrência,Evadido,4,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2019/1,Ampla Concorrência,Evadido,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2019/1,Ampla Concorrência,Evadido,"4,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/1,Ampla Concorrência,Evadido,"6,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2023/1,Ampla Concorrência,Evadido,"8,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2017/1,Outro,Evadido,"2,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/2,Outro,Evadido,7,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2017/2,Outro,Evadido,3,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ampla Concorrência,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2015/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2016/1,Ampla Concorrência,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2016/1,Ampla Concorrência,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2019/2,Ação Afirmativa,Concluído,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2022/2,Ação Afirmativa,Concluído,8,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2019/1,Ação Afirmativa,Concluído,"4,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2019/2,Ação Afirmativa,Concluído,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2018/2,Ampla Concorrência,Concluído,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2020/1,Ampla Concorrência,Concluído,"5,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/1,Ampla Concorrência,Concluído,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/1,Ampla Concorrência,Concluído,"6,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/2,Ampla Concorrência,Concluído,7,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/1,Outro,Concluído,"6,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/1,Ação Afirmativa,Matriculado,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2021/2,Ação Afirmativa,Matriculado,7,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/1,2023/1,Ampla Concorrência,Matriculado,"8,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/2,2018/2,Outro,Evadido,"3,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/2,2020/2,Outro,Evadido,"5,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/2,2021/2,Outro,Evadido,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/2,2016/1,Outro,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2015/2,2020/2,Outro,Concluído,"5,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2017/1,Ação Afirmativa,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2018/1,Ação Afirmativa,Evadido,"2,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/1,Ampla Concorrência,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/1,Ampla Concorrência,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/1,Ampla Concorrência,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/1,Ampla Concorrência,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2018/1,Ampla Concorrência,Evadido,"2,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2017/2,Outro,Evadido,2,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/1,Ação Afirmativa,Evadido,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/2,Ação Afirmativa,Evadido,6,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/2,Ação Afirmativa,Evadido,6,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Ação Afirmativa,Evadido,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2019/2,Ação Afirmativa,Evadido,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2017/1,Ação Afirmativa,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2017/2,Ampla Concorrência,Evadido,2,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2017/2,Ampla Concorrência,Evadido,2,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2018/2,Ampla Concorrência,Evadido,3,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/1,Ampla Concorrência,Evadido,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/1,Ampla Concorrência,Evadido,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/2,Outro,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2018/1,Outro,Evadido,"2,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2019/2,Outro,Evadido,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Ação Afirmativa,Concluído,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/2,Ação Afirmativa,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/2,Outro,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2016/2,Outro,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/1,Ação Afirmativa,Concluído,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/1,Ação Afirmativa,Concluído,"5,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2022/2,Ação Afirmativa,Concluído,7,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/2,Ação Afirmativa,Concluído,6,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2022/2,Ação Afirmativa,Concluído,7,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2020/1,Ação Afirmativa,Concluído,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2019/2,Ampla Concorrência,Concluído,4,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2020/1,Ampla Concorrência,Concluído,"4,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2020/1,Ampla Concorrência,Concluído,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2020/1,Ampla Concorrência,Concluído,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/1,Ampla Concorrência,Concluído,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2021/2,Ampla Concorrência,Concluído,6,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2022/2,Ampla Concorrência,Concluído,7,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Ação Afirmativa,Matriculado,"7,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Ação Afirmativa,Matriculado,"7,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Ampla Concorrência,Matriculado,"7,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Outro,Matriculado,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Outro,Matriculado,"7,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2023/1,Outro,Matriculado,"7,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2016/1,2017/2,Ampla Concorrência,Evadido,2,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2018/1,Ação Afirmativa,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ação Afirmativa,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2018/1,Ação Afirmativa,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ampla Concorrência,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ampla Concorrência,Evadido,"0,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ampla Concorrência,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2018/2,Ação Afirmativa,Evadido,2,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/2,Ação Afirmativa,Evadido,5,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/1,Ação Afirmativa,Evadido,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ação Afirmativa,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/2,Ação Afirmativa,Evadido,5,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/1,Ação Afirmativa,Evadido,"0,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2019/1,Ação Afirmativa,Evadido,"2,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ampla Concorrência,Evadido,1,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2017/2,Ampla Concorrência,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2018/1,Ampla Concorrência,Evadido,"1,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2019/1,Ampla Concorrência,Evadido,"2,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2020/2,Ampla Concorrência,Evadido,4,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2023/1,Ampla Concorrência,Evadido,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2020/1,Outro,Evadido,"3,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/1,Ação Afirmativa,Concluído,"5,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/2,Ação Afirmativa,Concluído,6,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/2,Ação Afirmativa,Concluído,6,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/1,Ampla Concorrência,Concluído,"4,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2021/2,Ampla Concorrência,Concluído,5,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/1,Ampla Concorrência,Concluído,"5,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/2,Ampla Concorrência,Concluído,6,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/2,Ampla Concorrência,Concluído,6,F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2023/1,Ação Afirmativa,Matriculado,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2023/1,Ação Afirmativa,Matriculado,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2022/1,Ação Afirmativa,Matriculado,"5,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2023/1,Ação Afirmativa,Matriculado,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",F
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/1,2023/1,Ampla Concorrência,Matriculado,"6,5",M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/2,2018/1,Outro,Evadido,1,M
Campus Vitória,LIMATN - Licenciatura em Matemática - Noturno,2017/2,2018/1,Outro,Evadido,1,M
